"","date","lat","lon","altitude","azimuth"
"143",2021-01-03 23:00:00,40.16,-105.1,-1.18176064460395,2.38271750386042
"144",2021-01-03 23:30:00,40.16,-105.1,-1.23915955947514,2.68573784108861
"145",2021-01-04 00:00:00,40.16,-105.1,-1.26577168612004,3.06419975985694
"146",2021-01-04 00:30:00,40.16,-105.1,-1.25361606748225,-2.82433511536828
"147",2021-01-04 01:00:00,40.16,-105.1,-1.20660132886541,-2.4895155822916
"148",2021-01-04 01:30:00,40.16,-105.1,-1.13606651684571,-2.23619444132704
"149",2021-01-04 02:00:00,40.16,-105.1,-1.05177704899579,-2.04708892461904
"150",2021-01-04 02:30:00,40.16,-105.1,-0.959732305526893,-1.90075450855358
"151",2021-01-04 03:00:00,40.16,-105.1,-0.863346119789126,-1.78183465323795
"152",2021-01-04 03:30:00,40.16,-105.1,-0.764622793781645,-1.68049722116442
"153",2021-01-04 04:00:00,40.16,-105.1,-0.664830986863801,-1.59046249886317
"154",2021-01-04 04:30:00,40.16,-105.1,-0.56485452240103,-1.50757602301733
"155",2021-01-04 05:00:00,40.16,-105.1,-0.465377957113179,-1.42894628057039
"156",2021-01-04 05:30:00,40.16,-105.1,-0.366990775650407,-1.35243912945597
"157",2021-01-04 06:00:00,40.16,-105.1,-0.270251135066261,-1.27637764326941
"158",2021-01-04 06:30:00,40.16,-105.1,-0.175729279376019,-1.19935996757688
"159",2021-01-04 07:00:00,40.16,-105.1,-0.0840407030376267,-1.1201478482995
"160",2021-01-04 07:30:00,40.16,-105.1,0.00412606190183523,-1.03760147116295
"161",2021-01-04 08:00:00,40.16,-105.1,0.0879851945120227,-0.95064984556355
"162",2021-01-04 08:30:00,40.16,-105.1,0.166633485466809,-0.858294487193459
"163",2021-01-04 09:00:00,40.16,-105.1,0.239037597391706,-0.759649422571345
"164",2021-01-04 09:30:00,40.16,-105.1,0.304034711596364,-0.654022412574251
"165",2021-01-04 10:00:00,40.16,-105.1,0.360355377869953,-0.541038416526743
"166",2021-01-04 10:30:00,40.16,-105.1,0.406678608672515,-0.420793402811252
"167",2021-01-04 11:00:00,40.16,-105.1,0.441726054316953,-0.29400376487051
"168",2021-01-04 11:30:00,40.16,-105.1,0.464391771944256,-0.162090888127788
"169",2021-01-04 12:00:00,40.16,-105.1,0.473886950583253,-0.0271316988246582
"170",2021-01-04 12:30:00,40.16,-105.1,0.469862243397599,0.108361845387787
"171",2021-01-04 13:00:00,40.16,-105.1,0.452467148680144,0.241798194355534
"172",2021-01-04 13:30:00,40.16,-105.1,0.422324216847157,0.370888088453358
"173",2021-01-04 14:00:00,40.16,-105.1,0.380427923477472,0.493928968223295
"174",2021-01-04 14:30:00,40.16,-105.1,0.328003916291638,0.609922814895358
"175",2021-01-04 15:00:00,40.16,-105.1,0.266369612103076,0.718538369388751
"176",2021-01-04 15:30:00,40.16,-105.1,0.196824307295488,0.819979614468687
"177",2021-01-04 16:00:00,40.16,-105.1,0.120578678710363,0.914828028752386
"178",2021-01-04 16:30:00,40.16,-105.1,0.0387200240475141,1.00390435871056
"179",2021-01-04 17:00:00,40.16,-105.1,-0.047796183713328,1.08816996902067
"180",2021-01-04 17:30:00,40.16,-105.1,-0.138138036216367,1.16867073556476
"181",2021-01-04 18:00:00,40.16,-105.1,-0.23157949413546,1.24651935292762
"182",2021-01-04 18:30:00,40.16,-105.1,-0.327477535754517,1.32291175206844
"183",2021-01-04 19:00:00,40.16,-105.1,-0.425245740450892,1.39917738885432
"184",2021-01-04 19:30:00,40.16,-105.1,-0.524323519805757,1.47687033935306
"185",2021-01-04 20:00:00,40.16,-105.1,-0.62413742385447,1.55791922195332
"186",2021-01-04 20:30:00,40.16,-105.1,-0.72404683867163,1.64487235145736
"187",2021-01-04 21:00:00,40.16,-105.1,-0.823258840802793,1.7413063948153
"188",2021-01-04 21:30:00,40.16,-105.1,-0.920681402328798,1.85251993343687
"189",2021-01-04 22:00:00,40.16,-105.1,-1.01465194594869,1.9867003764521
"190",2021-01-04 22:30:00,40.16,-105.1,-1.10241719726032,2.15670204764813
"191",2021-01-04 23:00:00,40.16,-105.1,-1.17917409918464,2.3816267643267
"192",2021-01-04 23:30:00,40.16,-105.1,-1.23673578383295,2.68268332650408
"193",2021-01-05 00:00:00,40.16,-105.1,-1.26376193222518,3.05860617262306
"194",2021-01-05 00:30:00,40.16,-105.1,-1.25224644241446,-2.83149782656777
"195",2021-01-05 01:00:00,40.16,-105.1,-1.20586440879286,-2.49658468981255
"196",2021-01-05 01:30:00,40.16,-105.1,-1.13579969308898,-2.24239912355833
"197",2021-01-05 02:00:00,40.16,-105.1,-1.05181801491081,-2.05238879404344
"198",2021-01-05 02:30:00,40.16,-105.1,-0.95996438116652,-1.90532256586979
"199",2021-01-05 03:00:00,40.16,-105.1,-0.863690932345312,-1.78585086138703
"200",2021-01-05 03:30:00,40.16,-105.1,-0.765026788083379,-1.6841045481224
"201",2021-01-05 04:00:00,40.16,-105.1,-0.66525575761918,-1.59376791392048
"202",2021-01-05 04:30:00,40.16,-105.1,-0.565270811772787,-1.51065927707672
"203",2021-01-05 05:00:00,40.16,-105.1,-0.465761985292703,-1.43186776374622
"204",2021-01-05 05:30:00,40.16,-105.1,-0.367321941748255,-1.35524554392809
"205",2021-01-05 06:00:00,40.16,-105.1,-0.270510521473255,-1.27910581070448
"206",2021-01-05 06:30:00,40.16,-105.1,-0.17589864495693,-1.20203924768523
"207",2021-01-05 07:00:00,40.16,-105.1,-0.0841018001581765,-1.1228015182522
"208",2021-01-05 07:30:00,40.16,-105.1,0.00419191843791556,-1.04024727308203
"209",2021-01-05 08:00:00,40.16,-105.1,0.0881973130919837,-0.953299806910647
"210",2021-01-05 08:30:00,40.16,-105.1,0.1670116916252,-0.860954072202899
"211",2021-01-05 09:00:00,40.16,-105.1,0.239601747954269,-0.762316101833473
"212",2021-01-05 09:30:00,40.16,-105.1,0.304803720330918,-0.656683875223523
"213",2021-01-05 10:00:00,40.16,-105.1,0.361345673238836,-0.543670918194824
"214",2021-01-05 10:30:00,40.16,-105.1,0.40790206241498,-0.423361099573548
"215",2021-01-05 11:00:00,40.16,-105.1,0.44318765013414,-0.296460131813783
"216",2021-01-05 11:30:00,40.16,-105.1,0.466087578022278,-0.16438309114642
"217",2021-01-05 12:00:00,40.16,-105.1,0.4758031481353,-0.029207774294639
"218",2021-01-05 12:30:00,40.16,-105.1,0.471975817395998,0.10654469723947
"219",2021-01-05 13:00:00,40.16,-105.1,0.454748295140597,0.240266958195819
"220",2021-01-05 13:30:00,40.16,-105.1,0.424739831163464,0.369651218567618
"221",2021-01-05 14:00:00,40.16,-105.1,0.382945155726713,0.492978063751865
"222",2021-01-05 14:30:00,40.16,-105.1,0.330592931308313,0.609237277372511
"223",2021-01-05 15:00:00,40.16,-105.1,0.269005181531297,0.718090932935427
"224",2021-01-05 15:30:00,40.16,-105.1,0.199486329015468,0.819741119388129
"225",2021-01-05 16:00:00,40.16,-105.1,0.123251958921479,0.914770728712108
"226",2021-01-05 16:30:00,40.16,-105.1,0.0413936792189239,1.00400377284339
"227",2021-01-05 17:00:00,40.16,-105.1,-0.0451294377106798,1.08840562376032
"228",2021-01-05 17:30:00,40.16,-105.1,-0.135482548622885,1.16902618240225
"229",2021-01-05 18:00:00,40.16,-105.1,-0.228937222029626,1.24698175102023
"230",2021-01-05 18:30:00,40.16,-105.1,-0.324848440490367,1.3234711654075
"231",2021-01-05 19:00:00,40.16,-105.1,-0.422628039766875,1.39982579777539
"232",2021-01-05 19:30:00,40.16,-105.1,-0.521713810943346,1.4776001828949
"233",2021-01-05 20:00:00,40.16,-105.1,-0.621530706734698,1.55872099440839
"234",2021-01-05 20:30:00,40.16,-105.1,-0.721436504069072,1.64573020148955
"235",2021-01-05 21:00:00,40.16,-105.1,-0.82063679528153,1.7421894294971
"236",2021-01-05 21:30:00,40.16,-105.1,-0.918038816881301,1.85336414537267
"237",2021-01-05 22:00:00,40.16,-105.1,-1.01198202608471,1.98737013367658
"238",2021-01-05 22:30:00,40.16,-105.1,-1.09972388748511,2.15691015952046
"239",2021-01-05 23:00:00,40.16,-105.1,-1.17649629190692,2.38079716125802
"240",2021-01-05 23:30:00,40.16,-105.1,-1.23419908582556,2.67988908447634
"241",2021-01-06 00:00:00,40.16,-105.1,-1.26161672386256,3.05320052631301
"242",2021-01-06 00:30:00,40.16,-105.1,-1.25073035226844,-2.83862074609916
"243",2021-01-06 01:00:00,40.16,-105.1,-1.2049858023776,-2.5037393715062
"244",2021-01-06 01:30:00,40.16,-105.1,-1.13540265030735,-2.24874524164353
"245",2021-01-06 02:00:00,40.16,-105.1,-1.05173966224155,-2.05784261159237
"246",2021-01-06 02:30:00,40.16,-105.1,-0.960085401329007,-1.91003975365986
"247",2021-01-06 03:00:00,40.16,-105.1,-0.863930376631844,-1.79000614952057
"248",2021-01-06 03:30:00,40.16,-105.1,-0.765329036538248,-1.68784021421192
"249",2021-01-06 04:00:00,40.16,-105.1,-0.665580819076916,-1.59719173200846
"250",2021-01-06 04:30:00,40.16,-105.1,-0.56558820565794,-1.51385216287887
"251",2021-01-06 05:00:00,40.16,-105.1,-0.466046969591888,-1.43489122531647
"252",2021-01-06 05:30:00,40.16,-105.1,-0.367553139056873,-1.35814721683607
"253",2021-01-06 06:00:00,40.16,-105.1,-0.270668372742997,-1.28192322360831
"254",2021-01-06 06:30:00,40.16,-105.1,-0.175964370634425,-1.20480222843737
"255",2021-01-06 07:00:00,40.16,-105.1,-0.0840566999853818,-1.1255335647938
"256",2021-01-06 07:30:00,40.16,-105.1,0.00436690124614762,-1.04296608656251
"257",2021-01-06 08:00:00,40.16,-105.1,0.0885217703033979,-0.956017089656504
"258",2021-01-06 08:30:00,40.16,-105.1,0.167505624605046,-0.863674651269455
"259",2021-01-06 09:00:00,40.16,-105.1,0.240285049811399,-0.76503647349732
"260",2021-01-06 09:30:00,40.16,-105.1,0.305695157841168,-0.659390410360774
"261",2021-01-06 10:00:00,40.16,-105.1,0.362461293266244,-0.546338246032628
"262",2021-01-06 10:30:00,40.16,-105.1,0.409253071444586,-0.42595155068507
"263",2021-01-06 11:00:00,40.16,-105.1,0.444778054082023,-0.298925362868418
"264",2021-01-06 11:30:00,40.16,-105.1,0.467912168961536,-0.166668755185865
"265",2021-01-06 12:00:00,40.16,-105.1,0.477846609514073,-0.0312610316569828
"266",2021-01-06 12:30:00,40.16,-105.1,0.474213554707581,0.104766633272879
"267",2021-01-06 13:00:00,40.16,-105.1,0.457149018825955,0.238790110789864
"268",2021-01-06 13:30:00,40.16,-105.1,0.427269207756896,0.368482305518823
"269",2021-01-06 14:00:00,40.16,-105.1,0.385569468504894,0.492106510446966
"270",2021-01-06 14:30:00,40.16,-105.1,0.333281870107885,0.608640246356484
"271",2021-01-06 15:00:00,40.16,-105.1,0.271733400810082,0.717739149166248
"272",2021-01-06 15:30:00,40.16,-105.1,0.202233897449407,0.819603816008006
"273",2021-01-06 16:00:00,40.16,-105.1,0.126004063367801,0.914819015548253
"274",2021-01-06 16:30:00,40.16,-105.1,0.0441399580246938,1.00421247808488
"275",2021-01-06 17:00:00,40.16,-105.1,-0.0423956566801086,1.08875399243237
"276",2021-01-06 17:30:00,40.16,-105.1,-0.132764944681785,1.16949784570402
"277",2021-01-06 18:00:00,40.16,-105.1,-0.226237039387541,1.24756427181552
"278",2021-01-06 18:30:00,40.16,-105.1,-0.322164884687839,1.32415531794314
"279",2021-01-06 19:00:00,40.16,-105.1,-0.419958515940931,1.40060458564131
